Date,Type,,Name,Location,State,Area,Wall / Boulder,Link,Grade,,,Danger,Status,,Protection,A.,Notes,Rating,Felt,Suggested
7/9/2023,Boulder,tahoe-chislers,Chislers,Tahoe,CA,Pie Shop Boulders,Drilled Pockets Boulder,Mountain Project,V3-4,6a+,23,-,Sent,,Pads,8,Could get it static with strength.,,,V3-4
7/9/2023,Boulder,tahoe-hamburger-traverse,Hamburger Traverse,Tahoe,CA,Pie Shop Boulders,Hamburger Rock,Mountain Project,V3,6a,21,-,Attempt,,Pads,3,Gave me a lot of trouble,,,V3
7/9/2023,Boulder,tahoe-right-flake,Right Flake,Tahoe,CA,Pie Shop Boulders,Boulder H,Mountain Project,V3,6a,21,-,Sent,,Pads,2,"Once started normal, worked fine.",,,V3
7/9/2023,Boulder,tahoe-right-flake-semi-sit,Right Flake Semi-sit,Tahoe,CA,Pie Shop Boulders,Boulder H,Mountain Project,V?,?,2,-,Attempt,,Pads,5,"Stupid hard, feet first doesn't help.",,,V?
7/9/2023,Boulder,tahoe-right-flake-sit,Right Flake Sit,Tahoe,CA,Pie Shop Boulders,Boulder H,Mountain Project,V?,?,2,-,Attempt,,Pads,10,"Stupid hard, feet first doesn't help.",,,V?
7/9/2023,Boulder,tahoe-welcome-to-the-future,Welcome to the Future,Tahoe,CA,Hope Valley,Orange Block,8a,V11,8a,59,-,Attempt,FALSE,Pads,8,"Really difficult, tried left heel, beta is right but harder. Crimp is better than sidepull.",,,V11
7/9/2023,Boulder,tahoe-lock-down-robotic,Lock Down Robotic,Tahoe,CA,Hope Valley,Orange Block,8a,V8,7b,46,-,Attempt,FALSE,Pads,4,Super hard V8 one move wonder. Sloper rail and heel to a huge move.,,,V8
7/9/2023,Boulder,tahoe-little-mantle-on-the-prairie,Little Mantle on the Prairie,Tahoe,CA,Hope Valley,Orange Block,-,V5,6c,31,-,Sent,TRUE,Pads,5,Run and jump problem.,,,V5
7/10/2023,Boulder,salt-point-next-to-the-brain,Next to the brain,Salt Point,CA,Secrets,-,-,V2,5+,17,-,Attempt,,Pads,1,Chossy shit.,,,V2
7/10/2023,Boulder,salt-point-sit-on-my-brain,Sit on My Brain,Salt Point,CA,Secrets,-,-,V2,5+,17,-,Attempt,FALSE,Pads,1,Hurt my legs,,,V2
7/10/2023,Boulder,salt-point-choke-hold,Choke Hold,Salt Point,CA,Secrets,Triceratops Boulder,Mountain Project,V5,6c,31,-,Attempt,FALSE,Pads,1,Very hard first move heel hook compression.,,,V5
7/10/2023,Boulder,salt-point-triceratops,Triceratops,Salt Point,CA,Secrets,Triceratops Boulder,Mountain Project,V4,6b,25,-,Flash,TRUE,Pads,1,Best boulder. Tried barefoot.,,,V4
7/13/2023,Boulder,castle-rock-state-park-lieback,Lieback,Castle Rock State Park,CA,Castle Rock,Parking Lot Boulder,Mountain Project,V1,5,13,-,Flash,,Pads,1,"Not really challenging, one move easy.",,,V1
7/13/2023,Boulder,castle-rock-state-park-easy,Easy,Castle Rock State Park,CA,Castle Rock,Parking Lot Boulder,-,V0,4,7,-,Flash,,Pads,1,Just messing around on a traverse.,,,V0
7/13/2023,Boulder,castle-rock-state-park-tree-problem,Tree Problem,Castle Rock State Park,CA,Castle Rock,Parking Lot Boulder,Mountain Project,V4,6b,25,-,Attempt,,Pads,10,Really challenging.,,,V4
7/13/2023,Boulder,castle-rock-state-park-cos-mama-roof,Cos Mama Roof,Castle Rock State Park,CA,Castle Rock,Parking Lot Boulder,Mountain Project,V4,6b,25,-,Attempt,,Pads,3,This is fucked.,,,V4
7/13/2023,Boulder,castle-rock-state-park-yaba-roof,Yaba Roof,Castle Rock State Park,CA,Castle Rock,Parking Lot Boulder,Mountain Project,V5,6c,31,-,Attempt,,Pads,5,This was fun but super hard at end.,,,V5
7/16/2023,Boulder,stinson-beach-standard-route,Standard Route,Stinson Beach,CA,Stinson Beach,Are You Experienced Boulder,Mountain Project,V3,6a,21,-,Attempt,FALSE,Pads,1,Barefoot and avoiding top out,,,V3
7/16/2023,Boulder,stinson-beach-little-wing-(sit),Little Wing (Sit),Stinson Beach,CA,Stinson Beach,Are You Experienced Boulder,Mountain Project,V8,7b,46,-,Attempt,FALSE,Pads,5,"Tried making some extra moves. New notes, use foot for left snatch, but right earlier to sharktooth with cocked hand. Can leave heel in.",,,V8
7/18/2023,Route,stinson-beach-emperor's-new-clothes,Emperor's New Clothes,Stinson Beach,CA,Mickey's Beach,Emperor Boulder,Mountain Project,5.12d,7c,52,-,Attempt,FALSE,Bolts,2,"Tried a few sections, felt all the holds. Jump to start with both feet down, right cross to left on crimp. Heel deep for sidepull, bring up to jug, bring heel close to go out right. Heel left jug for left sidepull. Forgot but at some point you heel left to get bad left hand. Maybe right heel for further.",,,5.12d
7/19/2023,Boulder,stinson-beach-little-wing-(sit),Little Wing (Sit),Stinson Beach,CA,Stinson Beach,Are You Experienced Boulder,Mountain Project,V8,7b,46,-,Attempt,FALSE,Pads,10,"Feeling better, all beta is going together nicely.",,,V8
7/23/2023,Route,stinson-beach-key-slapping-slipperd,Key Slapping Slipperd,Stinson Beach,CA,Mickey's Beach,Vent #5,Mountain Project,5.11b,6c,33,-,Hung,,Bolts,,Hard crux with pockets but fine otherwise.,,,5.11b
7/23/2023,Route,stinson-beach-china-pockets,China Pockets,Stinson Beach,CA,Mickey's Beach,Kombucha Crag,Mountain Project,5.10b,6a+,23,-,Sent,,Bolts,,"Great route, quick hard V3 boulder problem that you just pull through, super chill slab on the way up.",,,5.10b
7/23/2023,Route,stinson-beach-mogoright,Mogoright,Stinson Beach,CA,Mickey's Beach,Motown,Mountain Project,5.11b,6c,33,-,Hung,,Bolts,,"Start fucking sucked, but after that you can yo-yo, then try hard, then traverse. Felt okay mentally after arete to go on slab suprisingly.",,,5.11b
7/26/2023,Route,stinson-beach-endless-bummer,Endless Bummer,Stinson Beach,CA,Mickey's Beach,Endless Bummer,Mountain Project,5.13b,8a,58,-,Attempt,,Bolts,,Go nowhere.,,,5.13b
7/28/2023,Route,big-cottonwood-canyon-zipper,Zipper,Big Cottonwood Canyon,UT,Ledgemere Logs,North Wall,Mountain Project,5.7+,5a,12,-,Onsight,,Bolts,,"Really chill longer route, getting over a overhang is super simple, then super slabby all the way up.",,,5.7+
7/28/2023,Route,big-cottonwood-canyon-whipper,Whipper,Big Cottonwood Canyon,UT,Ledgemere Logs,East Face,Mountain Project,5.6,4c,1,-,Flash,,Bolts,,"Mega chill jugs all the way up, very easy climbing and short. Polished rock.",,,5.6
7/28/2023,Route,big-cottonwood-canyon-whipper,Whipper,Big Cottonwood Canyon,UT,Ledgemere Logs,East Face,Mountain Project,5.6,4c,1,-,Top Roped,,Bolts,,Tried Whitney's right entrance which involves some tugging and feet crossing.,,,5.6
8/5/2023,Boulder,castle-rock-state-park-mrs.-magoo,Mrs. Magoo,Castle Rock State Park,CA,Castle Rock Area,Magoos,Mountain Project,V2,5+,17,-,Sent,,Pads,,Hardest V2 I've ever done. Cross was the secret.,,,V2
8/5/2023,Boulder,castle-rock-state-park-mrs.-magoo-traverse-reversed,Mrs. Magoo Traverse Reversed,Castle Rock State Park,CA,Castle Rock Area,Magoos,Mountain Project,V?,4,2,-,Attempt,,Pads,,This was gross.,,,V?
8/5/2023,Boulder,castle-rock-state-park-sea-of-anarchy,Sea Of Anarchy,Castle Rock State Park,CA,Castle Rock Area,Magoos,Mountain Project,V1,5,13,-,Sent,,Pads,,Easy with no pad. Jugs and trust.,,,V1
8/5/2023,Boulder,castle-rock-state-park-mr-magoo-sit,Mr Magoo Sit,Castle Rock State Park,CA,Castle Rock Area,Magoos,Mountain Project,V2,5+,17,-,Sent,,Pads,,This actually gave me a lot of trouble. I like to cross right using foot ledge with right and small foot with left. Requires a high foot higher up. Just trust.,,,V2
8/5/2023,Boulder,castle-rock-state-park-the-beak,The Beak,Castle Rock State Park,CA,Castle Rock Area,Magoos,Mountain Project,V3,6a,21,-,Sent,,Pads,,"Fuck this problem. Took way too long and too much effort to execute. Hand to good hold, dead hang it, lift right to pinch, left to slot, go huge, bump and match. So bad.",,,V3
8/6/2023,Boulder,stinson-beach-little-wing-(sit),Little Wing (Sit),Stinson Beach,CA,Stinson Beach,Are You Experienced Boulder,Mountain Project,V8,7b,46,-,Attempt,FALSE,Pads,,"Couldn't make too much progress, but alternative foot for snatch didn't work, but toeing in on left bump is amazing.",,,V8
8/8/2023,Boulder,stinson-beach-little-wing-(sit),Little Wing (Sit),Stinson Beach,CA,From ,Are You Experienced Boulder,Mountain Project,V8,7b,46,-,Attempt,FALSE,Pads,,"Making links from bottom to top throw, not able to make last move. Thinking alternative feet would be good.",,,V8
8/12/2023,Boulder,stinson-beach-little-wing-(sit),Little Wing (Sit),Stinson Beach,CA,Stinson Beach,Are You Experienced Boulder,Mountain Project,V8,7b,46,-,Attempt,FALSE,Pads,,"Reaching the final hold, not able to get mantle",,,V8
8/19/2023,Boulder,stinson-beach-little-wing-(sit),Little Wing (Sit),Stinson Beach,CA,Stinson Beach,Are You Experienced Boulder,Mountain Project,V8,7b,46,-,Attempt,FALSE,Pads,,,,,V8
8/22/2023,Boulder,stinson-beach-little-wing-(sit),Little Wing (Sit),Stinson Beach,CA,Stinson Beach,Are You Experienced Boulder,Mountain Project,V8,7b,46,-,Attempt,FALSE,Pads,,,,,V8
8/24/2023,Boulder,stinson-beach-little-wing-(sit),Little Wing (Sit),Stinson Beach,CA,Stinson Beach,Are You Experienced Boulder,Mountain Project,V8,7b,46,-,Attempt,FALSE,Pads,,,,,V8
8/30/2023,Boulder,stinson-beach-little-wing-(sit),Little Wing (Sit),Stinson Beach,CA,Stinson Beach,Are You Experienced Boulder,Mountain Project,V8,7b,46,-,Attempt,FALSE,Pads,4,"Worst session ever. Low sleep, climbed day before, no med kit, alone with 5 pads, wrong shoes.",,,V8
9/4/2023,Boulder,stinson-beach-little-wing-(sit),Little Wing (Sit),Stinson Beach,CA,Stinson Beach,Are You Experienced Boulder,Mountain Project,V8,7b,46,-,Attempt,FALSE,Pads,10,"Not a great session. Worked the top, pressed more with palm, never got there on redpoint.",,,V8
9/4/2023,Route,stinson-beach-quilligan-(aka-friendly),Quilligan (aka Friendly),Stinson Beach,CA,Stinson Beach,Vent #5,Mountain Project,5.10a,6a,20,-,Lead,TRUE,Bolts,2,"Buckets, didn't stick clip first bolt off the deck so that was spooky, but it's jug city on some nice mega slab. There's buckets throughout the climb if you're willing to find them and pull into favorable positions. The top I exited right, which is devoid of holds and disables you from being able to go back. The mantle over the bolt was very spooky. This climb is easy but heady, ledgy. Onsight go I had to come down, too scared and overgripping.",,,5.10a
9/17/2023,Boulder,castle-rock-state-park-static-reach,Static Reach,Castle Rock State Park,CA,Indian Rock Side,Clamshell Boulder,Mountain Project,V8,7b,46,-,Attempt,FALSE,Pads,15,"What a fucked up climb, all the difficulty is in the last move. Start with a left hand on a sloped crimp good edge and right on a meh pinch. Set a heel in the closer dish. Go right to a better low hold, posture up on a left flag and grab the sloper. You CAN posture up more to get the right higher, but you end up stuck with your waist against the rock. Bathang is possible, there are shittier holds for left hand higher. People use a right foot and knee scum to send the thing usually but that's hard to. Maybe V6 with that beta.",,,V8
9/17/2023,Boulder,castle-rock-state-park-static-reach-sit,Static Reach Sit,Castle Rock State Park,CA,Indian Rock Side,Clamshell Boulder,Mountain Project,V10,7c+,55,-,Attempt,FALSE,Pads,1,"Even worse, couldn't even establish on the starting holds and probably wouldn't be able to make the reach.",,,V10
9/17/2023,Boulder,castle-rock-state-park-right-hand-indian-man,Right Hand Indian Man,Castle Rock State Park,CA,Indian Rock Side,Lower Indian Rock,Mountain Project,V7-,7a+,41,-,Attempt,FALSE,Pads,10,"So fucked, had to figure out beta again today. Topout might be rough. Bringing right toe up is still crux.",,,V7-
10/5/2023,Route,smith-rock-state-park-heresy,Heresy,Smith Rock State Park,OR,Christian Brothers,Christian Brothers,Mountain Project,5.11c,6c+,36,-,Attempt,FALSE,Bolts,3,"Ripped my hand open, pretty easy besides that.",,,5.11c
10/5/2023,Route,smith-rock-state-park-lucky-pigeon,Lucky Pigeon,Smith Rock State Park,OR,Aggro Gully,Aggro Gully,Mountain Project,5.13c,8a+,62,-,Attempt,FALSE,Bolts,1,"Wild, need more finger power and waist mobility.",,,5.13c
10/5/2023,Route,smith-rock-state-park-planet-mechanic,Planet Mechanic,Smith Rock State Park,OR,Aggro Gully,Aggro Gully,Mountain Project,5.12a,7a+,40,-,Attempt,FALSE,Bolts,1,"Half of crux was pretty nice. Easy climbing up to crux, make sure to clip a bolt by getting to crimp above. Crux, right hand pinch, left hand crimp. Right foot up, left foot weird pocket, left hand to pinch, heel roof, right hand in, shoot left.",,,5.12a
10/5/2023,Route,redmond-maple-street-bridge-route,Maple Street Bridge Route,Redmond,OR,Maple Street Bridge,Maple Street Bridge,Mountain Project,V12-,7a+,1,-,Attempt,FALSE,Bolts,1,"6th bolt, hand hurt. Very pumpy. Skip 12th bolt, don't jump in belay",,,5.12
10/7/2023,Boulder,index-ebriosity,Ebriosity,Index,WA,Gold Bar Boulders,Five Star Boulder,Mountain Project,V10+,7a+,56,-,Attempt,FALSE,Pads,25,"Gave more attempts, needed to think of beta a little longer, didn't make any notable moves.",,,V10+
10/7/2023,Boulder,index-5-star-arete,5 Star Arete,Index,WA,Gold Bar Boulders,Five Star Boulder,Mountain Project,V6,7a+,38,-,Attempt,FALSE,Pads,8,"Terrifying landing and moves. I got shut down on the hand heel match, felt like finger power, maybe it was commitment.",,,V6
10/7/2023,Boulder,index-ross-bongo,Ross Bongo,Index,WA,Gold Bar Boulders,Five Star Boulder,Mountain Project,V8,7a+,46,-,Attempt,FALSE,Pads,10,"Found some success. Right foot on edge left on triangle high. Cross right hand to edge, twist out to raise left foot. Scum left hand to bring it out to face crimp, go huge for good edge. Heel match to raise right hand to edge. I needed to bring left hand in, just bad feet.",,,V8
10/7/2023,Boulder,index-leggo-my-ego,Leggo my Ego,Index,WA,River Boulders,Hagakure Boulder,Mountain Project,V6,7a+,38,-,Attempt,FALSE,Pads,15,"Went with amazing conditions, still very difficult. Right up, high left foot to rock over and get left to sidepull. Feet are awkward at the start. Crank left to stand up and bring right hand up. You'll want to place right foot and push with it, get left hand to incut spot. Never was able to stand on right foot.",,,V6
10/7/2023,Boulder,index-hagakure,Hagakure,Index,WA,River Boulders,Hagakure Boulder,Mountain Project,V12,7a+,63,-,Attempt,FALSE,Pads,15,"Finally able to hit beginning of crux with a toe instead of a shoe, all the other moves are way out of my wheel house. I can barely establish for a second, need more flexibility for the toe.",,,V12
10/8/2023,Boulder,leavenworth-oceanfront-(r-l),Oceanfront (R-L),Leavenworth,WA,Swiftwater Boulders,Oceanfront Boulder,Mountain Project,V1,5,13,-,Flash,TRUE,Pads,1,"Barefoot, super easy.",,,V1
10/8/2023,Boulder,leavenworth-oceanfront-(l-r),Oceanfront (L-R),Leavenworth,WA,Swiftwater Boulders,Oceanfront Boulder,Mountain Project,V1,5,13,-,Attempt,FALSE,Pads,1,"Barefoot, super easy, but didn't have a pad and a moment of meh",,,V1
10/8/2023,Boulder,leavenworth-bubbles,Bubbles,Leavenworth,WA,Swiftwater Boulders,No Pitons Here Boulder,Mountain Project,V-Easy,3,4,-,Flash,TRUE,Pads,1,"Barefoot, super easy",,,V-Easy
10/8/2023,Boulder,leavenworth-no-pitons-here,No Pitons Here,Leavenworth,WA,Swiftwater Boulders,No Pitons Here Boulder,Mountain Project,V0,4,7,-,Flash,TRUE,Pads,1,"Barefoot, less easy but cheatable. Didn't have shoes so no jamming.",,,V0
10/8/2023,Boulder,leavenworth-bubbles-variation,Bubbles Variation,Leavenworth,WA,Swiftwater Boulders,No Pitons Here Boulder,-,V0,4,7,-,Flash,TRUE,Pads,1,"Barefoot, easy",,,V0
10/8/2023,Boulder,leavenworth-cattleguard-arete,Cattleguard Arete,Leavenworth,WA,Mountain Home Road,The Pasture,Mountain Project,V8,7b,46,-,Attempt,FALSE,Pads,25,"Trickier than I thought. Cheated with apad stack to attempt establishing. Right foot goes on a sloped food, with right hand on a nice sharp pinch, and left on a sharp sidepull. Crank hands to stand up on right foot, smearing heel or toe with left, bring left hand to next hold. I can reach it if I can stand up tall enough. Beautiful",,,V8
10/8/2023,Boulder,leavenworth-cattleguard-mantle,Cattleguard Mantle,Leavenworth,WA,Mountain Home Road,The Pasture,-,V1,5,13,-,Sent,TRUE,Pads,3,"With a shoe on left foot, knee scum. Could have done this cleaner, finished it twice.",,,V1
10/9/2023,Boulder,leavenworth-the-practitioner,The Practitioner,Leavenworth,WA,Forestland Boulders,Coffee Cup Boulder,Mountain Project,V11,8a,59,-,Attempt,FALSE,Pads,10,"Crazy climb, I'm scared of the top, so I worked the bottom and still managed to twist my ankle. Underclings, right to lower, feet to a left bump. Right up to crimp. I can't heel, so set up feet to bring left hand out.",,,V11
10/9/2023,Boulder,leavenworth-bok-choy,Bok Choy,Leavenworth,WA,Straightaway Boulders,Alphabet Wall Boulders,Mountain Project,V5-6,6c+,35,-,Sent,TRUE,Pads,3,"Easy boulder, just a tricky start. The dyno is super tame.",,,V4
10/9/2023,Boulder,leavenworth-beautification-,Beautification ,Leavenworth,WA,Straightaway Boulders,Alphabet Wall Boulders,Mountain Project,V11,8a,59,-,Attempt,FALSE,Pads,8,"What a crazy climb, only started on the dyno. Right hand is terrible, but allows you to set a high left foot. Michael says to focus landing left foot and then right. I could make the height to touch but nothing else.",,,V11
10/9/2023,Boulder,leavenworth-certain-death-mantle,Certain Death Mantle,Leavenworth,WA,Mad Meadows,Hairy Spotter Boulder,Mountain Project,V1-2,5,15,-,Sent,TRUE,Pads,5,"Quite simple, the start was harder than the mantle itself, which had some non-edges to hold. The start just required me feeling out the matched sidepull position to finally solve.",,,V1-2
10/9/2023,Boulder,leavenworth-squarepusher,Squarepusher,Leavenworth,WA,Mad Meadows,Hairy Spotter Boulder,Mountain Project,V4,6b,25,-,Attempt,FALSE,Pads,15,"What a gross little climb, but I wanted it so bad. A crucial jug broke off, leaving what we found. Start hanging, right up to pinch crimp, left to sloper. Hang the sloper to come up to a crimp gaston, I can hold this but it feels desparate. High left foot and crank to bring left hand up, could only make this move in isolation, certainly crux. Cross huge and topout over no pads. Was happy with my mental.",,,V6
10/9/2023,Boulder,leavenworth-god-is-in-the-details,God is in the Details,Leavenworth,WA,Mad Meadows,Hanta Man Boulder ,Mountain Project,V11-12,8a+,61,-,Attempt,FALSE,Pads,10,"Heinous climb, quite a monster. Didn't even try the V9 at the end. The start gave me trouble, the crack hold isn't good, the undercling I couldn't hold, I certainly couldn't cross into the slot, and using the slot and the knee bar to cross felt impossible. You have to press so goddamn hard with that left toe, and back flag that right foot.",,,V11-12
10/9/2023,Boulder,leavenworth-no-pain-no-gain,No Pain No Gain,Leavenworth,WA,Mad Meadows,Hanta Man Boulder ,Mountain Project,V5,6c,31,-,Attempt,FALSE,Pads,3,"Tried to find a beta for the beginning, perhaps I was just too tired. The holds towards the  end become very good. Start I was left crimp, right heel, bumping left into a hand match to continue, it turned out ot be really reachy, I probably need the finger strength to do the other moves, overcomplicating things.",,,V6
10/18/2023,Boulder,u.s.-bank-branch--,-,U.S. Bank Branch,OR,North Side,-,Google Maps,V?,4,2,-,Attempt,FALSE,Pads,1,"Touched holds, a bit high with a shit landing. Arete potential but risky. We aren't trying to rob the bank.",,,V?
10/18/2023,Boulder,u.s.-bank-branch--,-,U.S. Bank Branch,OR,East Side,-,Google Maps,V3,6a,21,-,Flash,TRUE,Pads,1,"Great climb. Really tough on right hand because your left is always looking for a hold. There's always a nice crimp. Super pumpy, the gaps make for good rests and jugs on aretes, but the last section murders. I stayed low.",,,V3
10/19/2023,Boulder,the-garden-climbing-boys-in-the-woods,Boys in the Woods,The Garden Climbing,OR,Garden Main,Boys in the Woods,-,V3,6a,21,-,Day Flash,TRUE,Pads,1,"Nice warmup, remembered the hands pretty well, found the balance to match nice with a toe hook.",,,V3
10/19/2023,Boulder,the-garden-climbing-cuba-gooding,Cuba Gooding,The Garden Climbing,OR,Garden Main,Boys in the Woods,Mountain Project,V6,7a,38,-,Attempt,FALSE,Pads,10,"Found the left hand nice if a crimp is used. Drop down wasn't as bad with close heel. Also used knee scum to rest, just exhausts my fringers.",,,V7-
10/19/2023,Boulder,the-garden-climbing-slam-dunk,Slam Dunk,The Garden Climbing,OR,Garden Main,E's Boulder,Mountain Project,V7,7a+,42,-,Attempt,FALSE,Pads,5,"Moving up is fine with the kick board, then you need a far left slopey foot to bust right, almost made it.",,,V8
10/19/2023,Boulder,the-garden-climbing-the-bubbler,The Bubbler,The Garden Climbing,OR,Garden Main,The Bubbler,Mountain Project,V6,7a,38,-,Attempt,FALSE,Pads,15,"Not sure I'd give this a V6. Start with right toe hook that you ride all the way up. Right hand up first, left match in, right crimp, posture up to go right, then heel to end.",,,V6
10/19/2023,Boulder,the-garden-climbing-undertow-sit-(rightside),Undertow Sit (Rightside),The Garden Climbing,OR,Garden Main,Undertow Boulder,Mountain Project,V7,7a+,42,-,Attempt,FALSE,Pads,10,"Honestly almost did it. Heel left tilted out, so clean up right. Smear right down, left out to pinch and out, bring right foot up to face edge, cut to right hand, finish up. So close today.",,,V6
10/22/2023,Route,the-garden-climbing-a-garden-called-peace,A Garden Called Peace,The Garden Climbing,OR,The Garden Cliffs,The Garden Cliffs,Mountain Project,5.10a,6a,20,-,Hung,FALSE,Bolts,1,"Very easy but I dropped at the mantle, just some commitment I wasn't ready for. Kinda harder than a lot of 5.10a's I've tried. ",,,5.11a
10/22/2023,Route,the-garden-climbing-my-secret-garden,My Secret Garden,The Garden Climbing,OR,The Garden Cliffs,The Garden Cliffs,Mountain Project,5.11a,6c,30,-,Hung,FALSE,Bolts,1,"Pretty cool, sad I didn't flash. The mantle spooked me and I fell pumped. Start is super bouldery, and felt absolutely find. The mantles were very tough but nothing I couldn't do.",,,5.11b
10/22/2023,Route,the-garden-climbing-honey-comb-traverse,Honey Comb Traverse,The Garden Climbing,OR,The Garden Cliffs,The Garden Cliffs,Mountain Project,5.12a,7a+,40,-,Hung,FALSE,Bolts,1,"Attempted with many hangs. Traversing was fun, gotta fall into the next hold. Hate clipping second. Absolutely loved the crux and could get the high left foot. Really spooked towards top when I had to unclip the perma-draw. Just some mantles that were a little spooky. Very pumpy and would be a hard project. Crux is a very nice sidepull.",,,5.12a
10/22/2023,Route,the-garden-climbing-honeycomb-(open-project),Honeycomb (Open Project),The Garden Climbing,OR,The Garden Cliffs,The Garden Cliffs,Mountain Project,5.13c,8a+,62,-,Attempt,FALSE,Bolts,10,"So hard, couldn't make the first move, left heel wasn't pulling in enough. Tried with left hand gaston to lift feet, only got left foot up. So much power.",,,5.13c
10/26/2023,Boulder,deschutes-river-trail-stoney-baloney,Stoney Baloney,Deschutes River Trail,OR,The Depot,Main Wall,Mountain Project,V5,6c,31,-,Attempt,FALSE,Pads,3,"Attempted, first move to undercling is alright, but twisting out and crossing is hard. Hate what it traverses into.",,,V6
10/26/2023,Boulder,deschutes-river-trail-filth-pig,Filth Pig,Deschutes River Trail,OR,The Depot,Main Wall,Mountain Project,V3,6a,21,-,Attempt,FALSE,Pads,2,"The top is way too spooky for me. Easy to get ot the jug rail, but then a really far lean to a bad crimp high up.",,,V3+
10/26/2023,Boulder,deschutes-river-trail-underworld,Underworld,Deschutes River Trail,OR,The Depot,Main Wall,Mountain Project,V5,6c,31,-,Attempt,FALSE,Pads,4,"Very hard and very contrived. I was able to bump out right, but not left in. Sam goes hard left up. Top out looks scary.",,,V6
10/26/2023,Boulder,deschutes-river-trail-depot-traverse,Depot Traverse,Deschutes River Trail,OR,The Depot,Main Wall,Mountain Project,V3,6a,21,-,Attempt,FALSE,Pads,5,"Tried and got to first crux, which I figured out how to use high feet to lean into a bad hold, didn't go for high crux.",,,V4
10/26/2023,Boulder,deschutes-river-trail-the-blood-knuckle,The Blood Knuckle,Deschutes River Trail,OR,The Depot,Main Wall,Mountain Project,V5,6c,31,-,Sent,TRUE,Pads,20,"First move felt really good for me for some reason, jugs up with big move at end. I was proud to do it twice, and battle my mental even though it's a tall boulder. One move wonder and scary. Use the higher right foot, flag left. Helps to have body twisted into barn door. Go big, the hold is so nice. From there switch feet and go for next crimp (cuts my feet). The end is scary. Higher left foot to get to top hold, not great but backflag on it and go. Undercling for mantle.",,,V5
10/26/2023,Boulder,deschutes-river-trail-heely,Heely,Deschutes River Trail,OR,The Depot,The Wedge,Mountain Project,V1,5,13,-,Sent,TRUE,Pads,2,"Little shitter. Tried once with no pad and flip flops, sent with no pad and shoes. Fine, easy, hate mantles",,,V1
10/26/2023,Boulder,deschutes-recycling-dr.-dog,Dr. Dog,Deschutes Recycling,OR,Stevens Cave,-,Mountain Project,V3-4,6a+,23,-,Sent,TRUE,Pads,15,"Hard little climb on choss with ash on every sharp hold. I go straight to right sloper, match, hard backflag to go left, bring it in, go big for undercling, come into bad hold. Right heel to get right hand to sidepull. Hard drop knee left to go big for jug. Right heel to match jug, and top out was a bit mess.y",,,V4
10/31/2023,Boulder,the-garden-climbing-bitchin'-corners-sit,Bitchin' Corners Sit,The Garden Climbing,OR,Garden Main,Bitchin' Corners Boulder,Mountain Project,V6,7a,38,-,Attempt,FALSE,Pads,20,"Very little progress, I find standing up into the undercling very difficult. Zach starts with a non-gaston meat-hook.",,,V6
10/31/2023,Boulder,the-garden-climbing-enchilada,Enchilada,The Garden Climbing,OR,Garden Main,E's V7,Mountain Project,V8,7b,46,-,Attempt,FALSE,Pads,30,"Very good progress here, was able to make first move, not second, but then everything to the top. Scary how close I feel.",,,V8
10/31/2023,Boulder,the-garden-climbing-harbor-freight,Harbor Freight,The Garden Climbing,OR,Garden Main,Meth Lab Boulder,Mountain Project,V8,7b,46,-,Attempt,FALSE,Pads,10,"Very good progress, got from bottom to second crimp at the top using the undercling beta.",,,V8
11/2/2023,Boulder,the-garden-climbing-big-offwidth,Big Offwidth,The Garden Climbing,OR,Garden Main,Big Boulder,-,V0,,7,-,Day Flash,,Pads,1,So gross.,,,V0
11/4/2023,Boulder,table-rock-sharp-arete-downclimb,Sharp Arete Downclimb,Table Rock,ID,Big Times Area,"Large, Pointy Detached Boulder",-,V-Easy,7b,4,-,Flash,,Pads,1,"Don't fall, no pads, decent holds, but my shoes were wet and slippy and the rock was crumbly. Downclimb was a scrape",,,V-Easy
11/4/2023,Boulder,table-rock-mini-crack,Mini crack,Table Rock,ID,Big Times Area,-,Mountain Project,V0-1,7b,10,-,Attempt,,Pads,1,"Less pads, sam suggested, jugs but not gonna go all teh way.",,,V0-1
11/4/2023,Boulder,table-rock-bob's-nose,Bob's Nose,Table Rock,ID,Bob's Nose,-,Mountain Project,V0,7b,7,-,Flash,,Pads,1,Kinda pumpy for a V0.,,,V1
11/4/2023,Boulder,table-rock-bob-down-under,Bob Down Under,Table Rock,ID,Bob's Nose,-,Mountain Project,V4+,7b,27,-,Sent,,Pads,1,"Send train, really fucking hard. Huge move to a gaston, bring weight and don't slip, left hand up, and mantle sucks.",,,V5
11/5/2023,Boulder,meadow-day-use-area-belly-boy,Belly Boy,Meadow Day Use Area,OR,Belly Boy Area,Belly Boy,-,V2,7b,17,-,Sent,,Pads,2,"Nice warmup, really wasn't as easy as any of us thought. Wet shoes didn't help on the slab.",,,V2
11/5/2023,Boulder,meadow-day-use-area-cracker-barrel,Cracker Barrel,Meadow Day Use Area,OR,Belly Boy Area,Belly Boy,-,V-Easy,7b,4,-,Sent,,Pads,1,What a crack. Just commit to the jam in the pods.,,,V0-1
11/5/2023,Boulder,meadow-day-use-area-snail-trail,Snail Trail,Meadow Day Use Area,OR,Snail Trail Area,Snail Trail,Mountain Project,V7,7b,42,-,Attempt,,Pads,15,"Very difficult. I need to lockoff start to gain right, get a foot up and cross.",,,V7
